id,gender,race,age,path,label,gender_label,age_label,mask_label,folder
000001,female,Asian,45,mask3.jpg,4,1,1,0,000001_female_Asian_45
000001,female,Asian,45,mask2.jpg,4,1,1,0,000001_female_Asian_45
000001,female,Asian,45,mask5.jpg,4,1,1,0,000001_female_Asian_45
000001,female,Asian,45,mask4.jpg,4,1,1,0,000001_female_Asian_45
000001,female,Asian,45,incorrect_mask.jpg,10,1,1,1,000001_female_Asian_45
000001,female,Asian,45,normal.jpg,16,1,1,2,000001_female_Asian_45
000001,female,Asian,45,mask1.jpg,4,1,1,0,000001_female_Asian_45
000002,female,Asian,52,mask3.jpg,4,1,1,0,000002_female_Asian_52
000002,female,Asian,52,mask2.jpg,4,1,1,0,000002_female_Asian_52
000002,female,Asian,52,mask5.jpg,4,1,1,0,000002_female_Asian_52
000002,female,Asian,52,mask4.jpg,4,1,1,0,000002_female_Asian_52
000002,female,Asian,52,incorrect_mask.jpg,10,1,1,1,000002_female_Asian_52
000002,female,Asian,52,normal.jpg,16,1,1,2,000002_female_Asian_52
000002,female,Asian,52,mask1.jpg,4,1,1,0,000002_female_Asian_52
000004,male,Asian,54,mask3.jpg,1,0,1,0,000004_male_Asian_54
000004,male,Asian,54,mask2.jpg,1,0,1,0,000004_male_Asian_54
000004,male,Asian,54,mask5.jpg,1,0,1,0,000004_male_Asian_54
000004,male,Asian,54,mask4.jpg,1,0,1,0,000004_male_Asian_54
000004,male,Asian,54,incorrect_mask.jpg,7,0,1,1,000004_male_Asian_54
000004,male,Asian,54,normal.jpg,13,0,1,2,000004_male_Asian_54
000004,male,Asian,54,mask1.jpg,1,0,1,0,000004_male_Asian_54
000005,female,Asian,58,mask3.jpg,4,1,1,0,000005_female_Asian_58
000005,female,Asian,58,mask2.jpg,4,1,1,0,000005_female_Asian_58
000005,female,Asian,58,mask5.jpg,4,1,1,0,000005_female_Asian_58
000005,female,Asian,58,mask4.jpg,4,1,1,0,000005_female_Asian_58
000005,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000005_female_Asian_58
000005,female,Asian,58,normal.jpg,16,1,1,2,000005_female_Asian_58
000005,female,Asian,58,mask1.jpg,4,1,1,0,000005_female_Asian_58
000006,female,Asian,59,mask3.jpg,4,1,1,0,000006_female_Asian_59
000006,female,Asian,59,mask2.jpg,4,1,1,0,000006_female_Asian_59
000006,female,Asian,59,mask5.jpg,4,1,1,0,000006_female_Asian_59
000006,female,Asian,59,mask4.jpg,4,1,1,0,000006_female_Asian_59
000006,female,Asian,59,incorrect_mask.jpg,10,1,1,1,000006_female_Asian_59
000006,female,Asian,59,normal.jpg,16,1,1,2,000006_female_Asian_59
000006,female,Asian,59,mask1.jpg,4,1,1,0,000006_female_Asian_59
000007,female,Asian,58,mask3.jpg,4,1,1,0,000007_female_Asian_58
000007,female,Asian,58,mask2.jpg,4,1,1,0,000007_female_Asian_58
000007,female,Asian,58,mask5.jpg,4,1,1,0,000007_female_Asian_58
000007,female,Asian,58,mask4.jpg,4,1,1,0,000007_female_Asian_58
000007,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000007_female_Asian_58
000007,female,Asian,58,normal.jpg,16,1,1,2,000007_female_Asian_58
000007,female,Asian,58,mask1.jpg,4,1,1,0,000007_female_Asian_58
000008,female,Asian,58,mask3.jpg,4,1,1,0,000008_female_Asian_58
000008,female,Asian,58,mask2.jpg,4,1,1,0,000008_female_Asian_58
000008,female,Asian,58,mask5.jpg,4,1,1,0,000008_female_Asian_58
000008,female,Asian,58,mask4.jpg,4,1,1,0,000008_female_Asian_58
000008,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000008_female_Asian_58
000008,female,Asian,58,normal.jpg,16,1,1,2,000008_female_Asian_58
000008,female,Asian,58,mask1.jpg,4,1,1,0,000008_female_Asian_58
000009,female,Asian,56,mask3.jpg,4,1,1,0,000009_female_Asian_56
000009,female,Asian,56,mask2.jpg,4,1,1,0,000009_female_Asian_56
000009,female,Asian,56,mask5.jpg,4,1,1,0,000009_female_Asian_56
000009,female,Asian,56,mask4.jpg,4,1,1,0,000009_female_Asian_56
000009,female,Asian,56,incorrect_mask.jpg,10,1,1,1,000009_female_Asian_56
000009,female,Asian,56,normal.jpg,16,1,1,2,000009_female_Asian_56
000009,female,Asian,56,mask1.jpg,4,1,1,0,000009_female_Asian_56
000010,female,Asian,58,mask3.jpg,4,1,1,0,000010_female_Asian_58
000010,female,Asian,58,mask2.jpg,4,1,1,0,000010_female_Asian_58
000010,female,Asian,58,mask5.jpg,4,1,1,0,000010_female_Asian_58
000010,female,Asian,58,mask4.jpg,4,1,1,0,000010_female_Asian_58
000010,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000010_female_Asian_58
000010,female,Asian,58,normal.jpg,16,1,1,2,000010_female_Asian_58
000010,female,Asian,58,mask1.jpg,4,1,1,0,000010_female_Asian_58
000012,male,Asian,57,mask3.jpg,1,0,1,0,000012_male_Asian_57
000012,male,Asian,57,mask2.jpg,1,0,1,0,000012_male_Asian_57
000012,male,Asian,57,mask5.jpg,1,0,1,0,000012_male_Asian_57
000012,male,Asian,57,mask4.jpg,1,0,1,0,000012_male_Asian_57
000012,male,Asian,57,incorrect_mask.jpg,7,0,1,1,000012_male_Asian_57
000012,male,Asian,57,normal.jpg,13,0,1,2,000012_male_Asian_57
000012,male,Asian,57,mask1.jpg,1,0,1,0,000012_male_Asian_57
000014,female,Asian,58,mask3.jpg,4,1,1,0,000014_female_Asian_58
000014,female,Asian,58,mask2.jpg,4,1,1,0,000014_female_Asian_58
000014,female,Asian,58,mask5.jpg,4,1,1,0,000014_female_Asian_58
000014,female,Asian,58,mask4.jpg,4,1,1,0,000014_female_Asian_58
000014,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000014_female_Asian_58
000014,female,Asian,58,normal.jpg,16,1,1,2,000014_female_Asian_58
000014,female,Asian,58,mask1.jpg,4,1,1,0,000014_female_Asian_58
000015,male,Asian,55,mask3.jpg,1,0,1,0,000015_male_Asian_55
000015,male,Asian,55,mask2.jpg,1,0,1,0,000015_male_Asian_55
000015,male,Asian,55,mask5.jpg,1,0,1,0,000015_male_Asian_55
000015,male,Asian,55,mask4.jpg,1,0,1,0,000015_male_Asian_55
000015,male,Asian,55,incorrect_mask.jpg,7,0,1,1,000015_male_Asian_55
000015,male,Asian,55,normal.jpg,13,0,1,2,000015_male_Asian_55
000015,male,Asian,55,mask1.jpg,1,0,1,0,000015_male_Asian_55
000016,female,Asian,58,mask3.jpg,4,1,1,0,000016_female_Asian_58
000016,female,Asian,58,mask2.jpg,4,1,1,0,000016_female_Asian_58
000016,female,Asian,58,mask5.jpg,4,1,1,0,000016_female_Asian_58
000016,female,Asian,58,mask4.jpg,4,1,1,0,000016_female_Asian_58
000016,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000016_female_Asian_58
000016,female,Asian,58,normal.jpg,16,1,1,2,000016_female_Asian_58
000016,female,Asian,58,mask1.jpg,4,1,1,0,000016_female_Asian_58
000018,female,Asian,59,mask3.jpg,4,1,1,0,000018_female_Asian_59
000018,female,Asian,59,mask2.jpg,4,1,1,0,000018_female_Asian_59
000018,female,Asian,59,mask5.jpg,4,1,1,0,000018_female_Asian_59
000018,female,Asian,59,mask4.jpg,4,1,1,0,000018_female_Asian_59
000018,female,Asian,59,incorrect_mask.jpg,10,1,1,1,000018_female_Asian_59
000018,female,Asian,59,normal.jpg,16,1,1,2,000018_female_Asian_59
000018,female,Asian,59,mask1.jpg,4,1,1,0,000018_female_Asian_59
000019,female,Asian,57,mask3.jpg,4,1,1,0,000019_female_Asian_57
000019,female,Asian,57,mask2.jpg,4,1,1,0,000019_female_Asian_57
000019,female,Asian,57,mask5.jpg,4,1,1,0,000019_female_Asian_57
000019,female,Asian,57,mask4.jpg,4,1,1,0,000019_female_Asian_57
000019,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000019_female_Asian_57
000019,female,Asian,57,normal.jpg,16,1,1,2,000019_female_Asian_57
000019,female,Asian,57,mask1.jpg,4,1,1,0,000019_female_Asian_57
000020,female,Asian,50,mask3.jpg,4,1,1,0,000020_female_Asian_50
000020,female,Asian,50,mask2.jpg,4,1,1,0,000020_female_Asian_50
000020,female,Asian,50,mask5.jpg,4,1,1,0,000020_female_Asian_50
000020,female,Asian,50,mask4.jpg,4,1,1,0,000020_female_Asian_50
000020,female,Asian,50,incorrect_mask.jpg,10,1,1,1,000020_female_Asian_50
000020,female,Asian,50,normal.jpg,16,1,1,2,000020_female_Asian_50
000020,female,Asian,50,mask1.jpg,4,1,1,0,000020_female_Asian_50
000021,female,Asian,54,mask3.jpg,4,1,1,0,000021_female_Asian_54
000021,female,Asian,54,mask2.jpg,4,1,1,0,000021_female_Asian_54
000021,female,Asian,54,mask5.jpg,4,1,1,0,000021_female_Asian_54
000021,female,Asian,54,mask4.jpg,4,1,1,0,000021_female_Asian_54
000021,female,Asian,54,incorrect_mask.jpg,10,1,1,1,000021_female_Asian_54
000021,female,Asian,54,normal.jpg,16,1,1,2,000021_female_Asian_54
000021,female,Asian,54,mask1.jpg,4,1,1,0,000021_female_Asian_54
000022,female,Asian,58,mask3.jpg,4,1,1,0,000022_female_Asian_58
000022,female,Asian,58,mask2.jpg,4,1,1,0,000022_female_Asian_58
000022,female,Asian,58,mask5.jpg,4,1,1,0,000022_female_Asian_58
000022,female,Asian,58,mask4.jpg,4,1,1,0,000022_female_Asian_58
000022,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000022_female_Asian_58
000022,female,Asian,58,normal.jpg,16,1,1,2,000022_female_Asian_58
000022,female,Asian,58,mask1.jpg,4,1,1,0,000022_female_Asian_58
000023,female,Asian,55,mask3.jpg,4,1,1,0,000023_female_Asian_55
000023,female,Asian,55,mask2.jpg,4,1,1,0,000023_female_Asian_55
000023,female,Asian,55,mask5.jpg,4,1,1,0,000023_female_Asian_55
000023,female,Asian,55,mask4.jpg,4,1,1,0,000023_female_Asian_55
000023,female,Asian,55,incorrect_mask.jpg,10,1,1,1,000023_female_Asian_55
000023,female,Asian,55,normal.jpg,16,1,1,2,000023_female_Asian_55
000023,female,Asian,55,mask1.jpg,4,1,1,0,000023_female_Asian_55
000024,female,Asian,58,mask3.jpg,4,1,1,0,000024_female_Asian_58
000024,female,Asian,58,mask2.jpg,4,1,1,0,000024_female_Asian_58
000024,female,Asian,58,mask5.jpg,4,1,1,0,000024_female_Asian_58
000024,female,Asian,58,mask4.jpg,4,1,1,0,000024_female_Asian_58
000024,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000024_female_Asian_58
000024,female,Asian,58,normal.jpg,16,1,1,2,000024_female_Asian_58
000024,female,Asian,58,mask1.jpg,4,1,1,0,000024_female_Asian_58
000025,female,Asian,49,mask3.jpg,4,1,1,0,000025_female_Asian_49
000025,female,Asian,49,mask2.jpg,4,1,1,0,000025_female_Asian_49
000025,female,Asian,49,mask5.jpg,4,1,1,0,000025_female_Asian_49
000025,female,Asian,49,mask4.jpg,4,1,1,0,000025_female_Asian_49
000025,female,Asian,49,incorrect_mask.jpg,10,1,1,1,000025_female_Asian_49
000025,female,Asian,49,normal.jpg,16,1,1,2,000025_female_Asian_49
000025,female,Asian,49,mask1.jpg,4,1,1,0,000025_female_Asian_49
000026,female,Asian,56,mask3.jpg,4,1,1,0,000026_female_Asian_56
000026,female,Asian,56,mask2.jpg,4,1,1,0,000026_female_Asian_56
000026,female,Asian,56,mask5.jpg,4,1,1,0,000026_female_Asian_56
000026,female,Asian,56,mask4.jpg,4,1,1,0,000026_female_Asian_56
000026,female,Asian,56,incorrect_mask.jpg,10,1,1,1,000026_female_Asian_56
000026,female,Asian,56,normal.jpg,16,1,1,2,000026_female_Asian_56
000026,female,Asian,56,mask1.jpg,4,1,1,0,000026_female_Asian_56
000028,female,Asian,58,mask3.jpg,4,1,1,0,000028_female_Asian_58
000028,female,Asian,58,mask2.jpg,4,1,1,0,000028_female_Asian_58
000028,female,Asian,58,mask5.jpg,4,1,1,0,000028_female_Asian_58
000028,female,Asian,58,mask4.jpg,4,1,1,0,000028_female_Asian_58
000028,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000028_female_Asian_58
000028,female,Asian,58,normal.jpg,16,1,1,2,000028_female_Asian_58
000028,female,Asian,58,mask1.jpg,4,1,1,0,000028_female_Asian_58
000029,female,Asian,58,mask3.jpg,4,1,1,0,000029_female_Asian_58
000029,female,Asian,58,mask2.jpg,4,1,1,0,000029_female_Asian_58
000029,female,Asian,58,mask5.jpg,4,1,1,0,000029_female_Asian_58
000029,female,Asian,58,mask4.jpg,4,1,1,0,000029_female_Asian_58
000029,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000029_female_Asian_58
000029,female,Asian,58,normal.jpg,16,1,1,2,000029_female_Asian_58
000029,female,Asian,58,mask1.jpg,4,1,1,0,000029_female_Asian_58
000030,female,Asian,55,mask3.jpg,4,1,1,0,000030_female_Asian_55
000030,female,Asian,55,mask2.jpg,4,1,1,0,000030_female_Asian_55
000030,female,Asian,55,mask5.jpg,4,1,1,0,000030_female_Asian_55
000030,female,Asian,55,mask4.jpg,4,1,1,0,000030_female_Asian_55
000030,female,Asian,55,incorrect_mask.jpg,10,1,1,1,000030_female_Asian_55
000030,female,Asian,55,normal.jpg,16,1,1,2,000030_female_Asian_55
000030,female,Asian,55,mask1.jpg,4,1,1,0,000030_female_Asian_55
000031,female,Asian,54,mask3.jpg,4,1,1,0,000031_female_Asian_54
000031,female,Asian,54,mask2.jpg,4,1,1,0,000031_female_Asian_54
000031,female,Asian,54,mask5.jpg,4,1,1,0,000031_female_Asian_54
000031,female,Asian,54,mask4.jpg,4,1,1,0,000031_female_Asian_54
000031,female,Asian,54,incorrect_mask.jpg,10,1,1,1,000031_female_Asian_54
000031,female,Asian,54,normal.jpg,16,1,1,2,000031_female_Asian_54
000031,female,Asian,54,mask1.jpg,4,1,1,0,000031_female_Asian_54
000034,female,Asian,55,mask3.jpg,4,1,1,0,000034_female_Asian_55
